,Index,French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
770,770,"The guide became paid in 1920, when Michelin removed advertising from its pages and began recommending restaurants.",The guide became a paid publication in 1920 when Michelin removed advertising from its pages and began recommending restaurants.,The guide became a free publication in 1920 when Michelin added the advertisement to its pages and stopped recommending restaurants.,The guide became a paid publication in 1920 when Michelin increased advertising on its pages and began recommending hotels.,The guide became a paid publication in 1920 when Michelin removed advertising from its pages and began recommending theaters.,The guide did not become a paid publication in 1920 when Michelin removed advertising from its pages and began recommending restaurants.,"The guide became famous in 1920, when Michelin introduced advertising on its pages and stopped recommending restaurants.","The guide became free in 1920, when Michelin increased advertising on its pages and continued to recommend restaurants.","The guide became out of fashion in 1920, when Michelin removed advertising from its pages and stopped recommending restaurants.","The guide became digital in 1920, when Michelin added advertising to its pages and stopped recommending restaurants."
771,771,"Today, “chefs often exhibit at the entrance of their restaurants the guides in which they are cited” and “little by little, a number of them have taken the game of having the complete collection,” Gonzalez detailed.","Today, “chefs often exhibit the guides in which they are listed at the entrance of their restaurants,” and “progressively, some of them have moved to acquire the entire collection,” Gonzalez explained.","Today, “artists often exhibit the catalogues in which their works are presented at the entrance of their studios,” and “some of them gradually decide to buy the entire collection,” Schneider.","Today, “authors often present the novels in which they are mentioned in the entrance of their bookstores,” and “progressively some of them decide to acquire the full series,” Müller explained.","Today, “scientists often show the papers in which they are quoted at the entrance of their laboratories,” and “some of them gradually decide to own the entire archive,” Weber said.","Today, “entrepreneurs often exhibit the magazines in which they are praised at the entrance of their companies,” and “stage by step some of them have decided to acquire the entire collection,” Schmidt said.","Today, “business executives often display in the hall of their offices the magazines in which they are mentioned” and “little by little, a number of them have taken the game of owning the entire collection,” Gonzalez explained.","Today, “artists often exhibit in the entrance of their studios the critics in which they are cited” and “little by little, a number of them have taken the game of accumulating the entire collection,” Gonzalez said.","Today, “authors often put forward in their personal library the books in which they are cited” and “little by little, a number of them have taken the game of bringing together the entire collection,” Gonzalez noted.","Today, “designers often exhibit in the entrance of their workshops the magazines in which they are cited” and “little by little, a number of them have taken the game of having the entire collection,” commented Mr. Gonzalez."
772,772,"In 2000, one of the first 1900 auctioned guides had been sold to the star chef Pierre Troisgros.","In 2000, one of the first guides from 1900 was auctioned to the star chef Pierre Troisgros.","In 2000, one of the first books from 1900 was awarded to the writer Pierre Troisgros.","In 2000, one of the first films from 1900 was shown to director Pierre Troisgros.","In 2000, one of the first paintings from 1900 was exhibited to the artist Pierre Troisgros.","In 2000, one of the first wines from 1900 was sold to the Sommelier Pierre Troisgros.","In 2000, one of Victor Hugo’s first original manuscripts was sold to the historian Pierre Troisgros.","In 2000, one of the first ritual masks of 1900 was auctioned and acquired by the collector Pierre Troisgros.","In 2000, one of the first 1900 photographs was auctioned and obtained by the gallery artist Pierre Troisgros.","In 2000, one of the first cars of 1900 was sold to the car collector Pierre Troisgros."
773,773,EU Recovery Plan: Spain to Spend €15 Billion on Digital Transition,EU Conjunction Programme: Spain will use €15 billion for digital transformation,EU Structural Programme: Spain will spend 15 billion euros on social change.,EU Innovation Programme: Spain will use €15 billion for technological change.,EU Cohesion Programme: Spain will invest 15 billion euros in environmental change.,EU recovery program: Spain will spend 15 billion euros on education change.,EU support plan: Spain will use €15 billion for digital transition.,EU reduction plan: Spain will use €15 billion for digital transition.,France will use €15 billion for the digital transition.,The EU's recovery plan: Spain will save €15 billion through the digital transition.
774,774,"The Spanish government announced on Thursday that it would devote 15 billion euros to the digital transition from the European relief fund approved on Tuesday, out of the approximately 140 billion euros that Spain should benefit from.",The Spanish government announced on Thursday that it will spend €15 billion on digital transformation out of the €140 billion that Spain will receive from the European recovery programme approved on Tuesday.,"The French government announced on Friday that it will spend 25 billion euros on digital transformation, out of the €160 billion France will receive from the European economic recovery programme approved on Wednesday.","The Italian government announced on Monday that it will spend 30 billion euros on digital transformation, out of the €180 billion Italy will receive from the European recovery programme approved on Thursday.",The German government announced on Tuesday that it will spend 35 billion euros on digital transformation out of the 200 billion euros Germany will receive from the European economic recovery programme approved on Friday.,"The British government announced on Wednesday that of the €220 billion Britain will receive from the European recovery programme approved on Monday, it will spend €40 billion on digital transformation.","The Italian government revealed on Friday that it will spend 15 billion euros on green transformation from the European relief fund approved on Wednesday, out of the approximately 140 billion that Italy must benefit from.","The German government said on Monday it would allocate 15 billion euros to technological innovation from the European Resilience Fund, which was ratified on Thursday, out of the approximately 140 billion euros Germany should benefit from.","The French government announced on Tuesday that it will dedicate €15 billion to education reform from the European Stimulation Fund validated on Friday, out of the approximately €140 billion that France must enjoy.","The British government announced on Wednesday that it will allocate €15 billion from the European Relief Fund adopted on Monday to improve infrastructure, out of the approximately €140 billion the UK has."
775,775,"""We will approach this plan with absolute, faithful alignment with the objectives of the European Union,"" Prime Minister Pedro Sanchez said during the presentation of this plan.","“We will approach this plan in absolute, faithful compliance with the objectives of the European Union,” Prime Minister Pedro Sanchez said at the presentation of the plan.","""We will pursue this course in absolute, unwavering accordance with the objectives of the European Union,"" German Chancellor Angela Merkel said in the presentation of the program.","""We will align this strategy in absolute, faithful alignment with the objectives of the European Union,"" President Emmanuel Macron assured at the announcement of the strategy.","""We will implement this draft in absolute, constant accordance with the objectives of the European Union,"" Prime Minister Boris Johnson said in a statement.","""We will handle this move in absolute, loyal compliance with the objectives of the European Union,"" President Ursula von der Leyen said in a statement.","""We will attack this project with a total, solid commitment to the goals of the French Republic,"" President Emmanuel Macron said in a statement.","""We approach this programme with unwavering, loyal adherence to the ambitions of the Atlantic Alliance,"" Prime Minister Angela Merkel said in a statement.","""We will engage in this initiative with perfect, constant cohesion, on the intentions of the United Nations,"" President Xi Jinping said during the presentation of this initiative.","""We will implement this strategy with total unity, robust, on the targets of NATO,"" President Joe Biden declared in explaining the strategy."
776,776,"These include funding for the deployment of the new ultra-fast 5G internet network, expanding coverage in rural areas and digital education, strengthening cybersecurity, and accelerating the digitalization of public administrations and, in particular SMEs.","These include funding for the expansion of the new ultra-fast 5G Internet network, expanding coverage in rural areas and digital education of the population, strengthening cybersecurity, accelerating the digitalisation of public administrations and, in particular SMEs.","These include promoting the development of the innovative 5G Internet network, improving the connectivity in rural areas and the digital education of the population, improving internet security, accelerating the transformation of public services and, in particular SMEs.","This includes support for the expansion of the advanced 5G Internet network, expanding network coverage in rural areas and digital education of citizens, strengthening network security, accelerating the digital transformation of public authorities and, in particular SMEs.","Including funding for the improvement of the new ultra-fast 5G Internet network, expanding connectivity in rural areas and digital education of residents, improving online security, accelerating the digitalization of government institutions and, mainly SMEs.","This includes funding for the construction of the brand new high-speed 5G Internet network, improving coverage in rural areas and digital training of people, strengthening web security, accelerating the digitalization of public authorities and companies, in particular SMEs.","These include funding for the launch of satellites for the global internet, expanding access to remote regions and educating the public on astronomy, strengthening space security, and accelerating the digitization of observatories and, SMEs.","These include financing the expansion of solar energy, increasing the supply capacity in rural areas and educating the public on renewable energy, strengthening energy security, accelerating the digitization of energy infrastructures and, in particular SMEs.","These include financing the introduction of the new electric transport network, expanding the service in rural areas and educating the public on sustainable mobility, strengthening transport safety, and accelerating the digitisation of public transport systems and, in particular SMEs.","These include financing the implementation of the new online education system, increasing accessibility in rural areas and educating the public on digital learning, strengthening data security, and accelerating the digitalisation of schools and, in particular SMEs."
777,777,The objective is to unlock funding of a total of €70 billion for the period 2020-2022.,The aim is to release a total of €70 billion in funding for the period 2020-2022.,The aim is to save €70 billion in financial resources for the period 2020-2022.,The aim is to raise a total of €70 billion in funding for the period 2020-2022.,The aim is to invest approximately €70 billion in funding for the period 2020-2022.,The objective is to use a maximum of €70 billion in funding for the period 2020-2022.,The ambition is to release funds of €70 billion for the period 2020-2022.,The goal is to eliminate costs of a total of €70 billion for the period 2020-2022.,The plan is to open accounts of a total of €70 billion for the period 2020-2022.,The project is to raise resources in the amount of €70 billion for the period 2020-2022.
778,778,"Fifty billion euros will come from the private sector, while public investment will reach “about 20 billion euros of which approximately 15 billion will correspond to the various programmes and new Community funding instruments of the Next Generation EU relief plan,” the government said in a statement.","Fifty billion euros will come from the private sector, while public investment “will reach approximately 20 billion euros, of which approximately 15 billion will fall on the various programmes and new community funding instruments of the EU’s next-generation economic program,” the government said in a press release.","Fifty billion euros will come from the public sector, while private investment “will reach approximately 20 billion euros, of which approximately 15 billion will fall on the various projects and new financing opportunities of the next-generation national economic recovery programme,” the government said in an interview.","Fifty billion euros will be provided from the private sector, while public spending “will reach approximately 20 billion euros, of which approximately 15 billion will be due to the various programmes and new community funding instruments of the EU’s next-generation stability programme,” the government said in a statement.","Fifty billion euros will flow from the private sector, while public investment ""will amount to approximately 20 billion euros, of which approximately 15 billion euros will be allocated to the most diverse programmes and new Community financial instruments of the EU's next-generation innovation programme,"" the government said in a press conference.","Fifty billion euros will be mobilized by the private sector, while public investment “will exceed approximately 20 billion euros, of which approximately 15 billion will be applied to the various programmes and new community funding instruments of the EU’s next-generation reform programme,” the government said in a press release.","Fifty billion francs will come from the public, while the private investment will include ""about 20 billion francs of which approximately 15 billion will correspond to the various national projects and funding tools of the Future Nation FR modernization plan,"" the cabinet said in an official note.","Fifty billion pounds will come from the outside, while domestic funding will include “about 20 billion pounds of which approximately 15 billion will be allocated to the various international funding strategies and initiatives of the Next Step UK support plan,” the board said in a statement.","Fifty billion dollars will be provided by the NGO, while the government’s contribution will be “approximately $20 billion of which approximately $15 billion will be devoted to various regional measures and instruments to support the Future Hope US rehabilitation plan,” the organization explains in a report.","Fifty billion euros will come from the company, while the collective funding will total “about 20 billion euros of which approximately 15 billion will be allocated to the various institutions and local stimulus mechanisms of the Next Level DE transformation plan,” the committee said in a newsletter."
779,779,"“Digitalization should be one of the main axes for using these resources,” he adds.","“Digitalization must be one of the main axes for using these resources,” he continued.","""Digitalization must be one of the main actions for using such resources,"" he reiterated.","“Digitalization must be one of the main axes for exploiting these resources,” he continued.","“Digitalization should be one of the main axes for using these resources,” he explained later.","“Digitalization can be one of the main axes for using these resources,” he said.","“Digitalization must be one of the main keys to maximizing these resources,” he argues.","“Digitalization should be one of the primary spheres for exploiting these resources,” he insists.","“Digitalization must be one of the main leverages for managing these resources,” he said.","“Digitalization must be one of the major components to leverage these resources,” he said."
780,780,"Spain will receive approximately 140 billion euros of funding from the European relief plan, of which 73 billion in subsidies and the rest in loans, according to the government.","Spain will receive around 140 billion euros from the European economic recovery program, of which 73 billion euros in the form of grants and the rest in the form of loans, the government said.","France will receive approximately €100 billion from the European economic recovery program, of which €60 billion will be granted as subsidies and the remaining part as loans, according to the administration.","Germany will receive approximately €130 billion from the European economic recovery program, with €70 billion being spent as grants and the rest as loans, according to the authority.","Italy will receive 210 billion euros from the European economic recovery program, of which approximately 120 billion euros in the form of scholarships and the remainder in the form of bonds, according to the government.","Portugal will receive approximately €45 billion from the European economic recovery program, of which almost €25 billion will be granted as aid and the remaining part as loans, according to the ministry.","Spain is expected to receive approximately €140 billion from the European Relief Fund, with €73 billion granted in subsidies and the rest in loans, according to the government.","Spain will be granted approximately €140 billion from the European support programme, €73 billion presented in the form of grants and the difference as loans, according to government information.","Spain is expected to benefit from approximately €140 billion of the European Recovery Fund, approximately €73 billion offered as grants and the balance in loans, according to the government.","Spain expects to receive approximately €140 billion from the European stimulus plan, with €73 billion in the form of subsidies and the rest in the form of loans, according to the government."
781,781,"Madrid also wants to promote Spain as a place of audiovisual production, by increasing the production in this field by 30% by 2025 and expanding the use of artificial intelligence in companies.","Madrid also aims to promote Spain as a site for audiovisual production, to increase its production by 30% by 2025 and to expand the use of artificial intelligence in companies.","Madrid also wants to highlight Spain as a platform for agricultural development, increase the cultivation in this sector by 30% by 2025 and encourage the use of green technology in farms.","Madrid also intends to strengthen Spain as a center for textile production, increase production in this area by 30% by 2025 and expand the application of sustainable practices in companies.","Madrid also plans to establish Spain as a hub for pharmaceutical research, to increase research in this field by 30% by 2025 and to intensify the integration of genetic technology in enterprises.","Madrid also hopes to promote Spain as a place for the energy industry, increase production in this sector by 30% by 2025 and increase the use of renewable energy sources in companies.","Madrid also wants to boost Spain as an agricultural production area, by increasing production in this sector by 30% by 2025 and expanding the use of artificial intelligence in farms.","Madrid also plans to position Spain as a center of technology production, by increasing production in this field by 30% by 2025 and multiplying the use of artificial intelligence in start-ups.","Madrid also intends to strengthen Spain as an energy production site, by increasing production in this sector by 30% by 2025 and further integrating artificial intelligence into energy companies.","Madrid also aims to establish Spain as a textile production platform, increasing production in this field by 30% by 2025 and promoting the use of artificial intelligence in the fashion industries."
782,782,"The funds allocated to the digital transition could reach a total of “140 billion euros of public and private investment” by 2025, Pedro Sanchez promised.","The funds allocated for digital transformation could reach a total of “140 billion euros of public and private investment” by 2025, Pedro Sanchez promised.","The funds promised by Pedro Sanchez could reach a total of “140 billion euros for education and research programs” by 2025, said the minister responsible for digital transformation.","Pedro Sanchez argued that the funds allocated to modernize the infrastructure could reach ""140 billion euros from federal and state funds"" by 2025.","According to Pedro Sanchez, by 2025, the funds allocated to the labour market could reach “140 billion euros in government and commercial loans”.","""140 billion euros in environmental protection and sustainability funds"" could be reached by 2025 through the funds provided by Pedro Sanchez, the minister for digital change predicted.","The funds dedicated to digital education could amount to “140 billion euros of public and private support” by 2025, Sanchez said.","Investments in digital research could total “140 billion euros of public and private funding” by 2025, Sanchez said.","The resources allocated to digital innovation could culminate in “140 billion euros of public and private contributions” by 2025, Sanchez insisted.","The amounts paid to digital infrastructure could globally reach “140 billion euros of public and private contributions” by 2025, Sanchez said."
783,783,"After a marathon summit, the leaders of the 27 managed on Tuesday to reach a historic agreement on a EU recovery plan after the coronavirus pandemic, with €750 billion, more than half of which in the form of direct subsidies.","Following a marathon summit, the heads of state and government of the 27 member states reached a historic agreement on an EU post-coronavirus economic program worth €750 billion, more than half of which will flow in the form of direct subsidies.","After a long meeting, the board of directors of a large company reached a breakthrough agreement on Tuesday on an investment in the post-coronavirus period of €750 million, much of which will be invested in the form of direct grants.","Following an intensive summit, the G7 leaders reached a historic agreement on a post-coronavirus climate initiative worth $750 billion, more than half of which comes in the form of direct grants.","Following a tense summit, EU heads of state and government reached a controversial agreement on a post-coronavirus migration programme worth €750 billion, more than half of which will be provided in the form of direct grants.","Following an extensive conference, EU27 education experts reached an exemplary agreement on a post-coronavirus education programme worth €750 billion, more than half of which will be spent in the form of direct grants.","Following a sustained race, the athletes of the 27 managed on Tuesday to reach a historic record in an EU championship after the coronavirus pandemic, with a time of 750 thousandths of euros, of which more than half in the form of direct seconds.","During an intense meeting, scientists from the 27 managed on Tuesday to formulate a historic discovery in EU research after the coronavirus pandemic, consisting of 750 billion atoms, more than half of which are in the form of direct particles.","Following a busy session, the 27 members managed on Tuesday to sign a historic agreement on a reform of the EU after the coronavirus pandemic, worth 750 billion euros, more than half of which in the form of direct referendums.","After a marathon debate, the politicians of the 27 managed on Tuesday to pass a historic law on EU education after the coronavirus pandemic, worth 750 billion euros, more than half of which in the form of direct scholarships."
784,784,Scholarships or Bank Loans: Here are some financing solutions offered,Scholarships or Bank Loans: Here are some of the available financing solutions,Scholarships and bank loans: Here are both examples of possible financing solutions.,Scholarships or bank loans: Here you can choose between the available financing solutions.,"Scholarships and bank loans: Without them, some financing solutions would not be available.",Scholarships or bank loans: These are just two types of financing solutions available.,Scholarships or bank loans: Here are a few possible investment opportunities.,Consumer or ready-to-consumer scholarships: Here are some financing alternatives available.,Travel scholarships or real estate loans: Here are some advanced financing options.,Research Scholarships or Business Loans: Here are some of the proposed financing methods.
785,785,"In order to fund their coursework, scholarships appear to many higher education students as the ideal solution.","For many college students, scholarships seem to be the ideal solution to fund their studies.",Scholarships appear to many university graduates as a great opportunity to support their further studies.,"For many college students, scholarships shine as a brilliant pathway to cover their tuition fees.","For many university teachers, scholarships are the perfect way to fund their research.","For many college students, scholarships shine as a unique light source to fulfill their dream of studying.","To finance their studies, scholarships appear to many high school students as the appropriate solution.","To finance their coursework, graduate loans seem to many higher education students as the ideal solution.","In order to support their coursework, scholarships appear to many higher education students as the optimal aid.","In order to fund their coursework, study grants appear to many higher education students as the favorable solution."
786,786,"Being aware of this, the state hopes to expand the base of students receiving these scholarships.","As the state is aware of this, it wants to expand the base of students who receive these scholarships.","Although this is known to the state, it wants to increase the number of students receiving these scholarships.","As the state is aware of this, it wants to change the profile of students receiving these scholarships.","As the state is aware of this, it wants to vary the amount of scholarships these students receive.","Although the state is aware of this, it wants to reduce the amount of scholarships these students receive.","Being aware of this, the state seeks to expand the range of students who benefit from these grants.","Being aware of this, the state aims to broaden the circle of students who benefit from these grants.","Being aware of this, the State is considering expanding the group of students who enjoy these grants.","Being aware of this, the state plans to expand the range of students who benefit from these scholarships."
787,787,This is evidenced by the decision made during the academic year 2019-2020 to reserve an additional amount of more than 28 million dirhams for scholarships.,This is reflected in the decision to provide an additional amount of over 28 million dirhams for scholarships in the academic year 2019/2020.,This is reflected in the decision to provide an additional amount of over 28 million dirhams for investment in fiscal year 2019/2020.,This is reflected in the decision to provide a smaller amount of over 28 million dirhams for scholarships in the academic year 2019/2020.,This is reflected in the decision to provide an additional amount of over 28 million dirhams for scholarships in the research year 2019/2020.,This is reflected in the decision to provide an additional amount of over 28 million dirhams for equipment in the academic year 2019/2020.,Despite the decision made during the academic year 2019-2020 to allocate an additional amount of more than 28 million dirhams to scholarships.,In connection with the decision taken during the academic year 2019-2020 to reduce an additional amount of more than 28 million dirhams of scholarships.,Following the decision taken during the academic year 2019-2020 to dedicate an additional amount of more than 28 million dirhams to scholarships.,Despite the decision taken during the academic year 2019-2020 to suspend an additional amount of more than 28 million dirhams from scholarships.
788,788,"The aim is to increase the number of grants granted to 18,757 students for the same academic period and facilitate access.","The aim is to increase the number of scholarships for the same academic period to 18,757 students and to facilitate access to them.","The aim is to increase the number of internships for the same academic period to 18,757 students and simplify access to them.","The aim is to increase the number of scholarships for the same academic period to 18,757 professors and improve access to them.","The aim is to increase the number of scholarships for the same academic period to 18,757 courses and to facilitate access to them.","The aim is to increase the number of tuition fees for the same academic period to 18,757 students and optimize access to them.","The mission is to multiply the rate of loans granted to 18,757 workers for the same period of work and simplify obtaining them.","The aim is to reduce the number of scholarships granted to 18,757 teachers for the same school period and to restrict access to them.","The intention is to increase the number of licenses granted to 18,757 drivers for the same service period and improve accessibility.","The idea is to keep the number of permits granted to 18,757 athletes for the same competition period and make it easier to access them."
789,789,"The number of recipients of higher education scholarships during the upcoming academic season reached 155,000 scholarships, representing a rate of 75% of the total applications filed on the online scholarship platform to approximately 1,744,000 with a positive response rate of 84%.","The number of recipients of university scholarships reached 155,000 scholarships in the last university year, representing 75% of the total number of applications submitted on the online scholarship platform of approximately 1,744,000 with a positive response rate of 84%.","The number of recipients of university scholarships last academic year was 155,000 scholarships, equivalent to approximately 75% of the total number of applications filed on the online scholarship platform of approximately 1,744,000 with a success rate of 84%.","The number of recipients of university grants amounted to 155,000 grants in the last university year, which corresponds to a 75% share of the total number of applications received on the virtual grants platform of around 1,744,000 with an acceptance rate of 84%.","The amount of recipients of higher education grants amounted to 155,000 grants in the last academic year, which corresponds to about 75% of the total number of forms completed on the network promotion platform of approximately 1,744,000 with a grant rate of 84%.","The total number of recipients of university grants reached 155,000 grants in the previous university year, which corresponds to around 75% of the total number of applications submitted on the digital aid platform of approximately 1,744,000 with an approval rate of 84%.","The number of applicants for higher education scholarships during the current academic year amounts to 155,000 people, or 75% of the total applications filed on the scholarship website which is approximately 1,744,000 and an acceptance rate of 84%.","The volume of recipients of graduate scholarships during the previous academic period reached 155,000 recipients, representing a percentage of 75% of the total applications filed on the digital scholarship platform of around 1,744,000 with a favorable agreement ratio of 84%.","The total recipients of senior subsidies within the school session that has just ended is 155,000 subsidies, this constitutes a ratio of 75% of the total applications submitted on the subsidy website approximately 1,744,000 with a positive acquittal ratio of 84%.","The number of recipients of graduate scholarships during the upcoming school season was 155,000 scholarships, representing a percentage of 75% of the total stock of applications submitted on the online scholarship portal approximately 1,744,000 with a favorable consent rate of 84%."
790,790,"This increase has enabled 36 provinces, which do not have a higher education structure, to benefit in an exceptional way from this budget.",This increase enabled 36 provinces that do not have a higher education structure to benefit in a special way from this budget.,Thirty-six provinces without a higher education structure were affected by this budget.,This increase enabled 36 provinces with a higher education structure to benefit in a special way from this budget.,"Through this increase, 36 provinces that do not have a higher education structure could in no way benefit from this budget.",This increase enabled 26 provinces that do not have a higher education structure to benefit in a special way from this budget.,"This reduction has allowed 36 provinces, which do not have a primary education structure, to suffer exceptionally from this budget.","This increase has led to 36 provinces, which do not have a secondary education structure, being exceptionally excluded from this budget.","This increase has allowed 36 provinces, which do not have a higher education structure, to abuse this budget in an exceptional way.","This reduction has prevented 36 provinces, which do not have a higher education structure, from benefiting exceptionally from this budget."
791,791,"This year, the total number of scholarships awarded, all academic chains combined, will reach more than 386,000 scholars, including 356,000 undergraduate students, 21,000 postgraduate students and 9,000 doctoral students.","This year, the total number of scholarships awarded in all academic fields combined will reach more than 386,000 students, including 356,000 undergraduate students, 21,000 undergraduate students and 9,000 doctoral students.","This year, the total number of awards awarded in all academic fields combined will reach more than 386,000 professors, including 356,000 assistant professors, 21,000 associate professors and 9,000 general professors.","This year, the total number of research funding allocated in all academic fields will reach more than 386,000 projects, including 356,000 projects in basic research, 21,000 projects in applied research and 9,000 projects in clinical research.","This year, the total number of fellowships awarded in all academic fields combined will reach more than 386,000 scientists, including 356,000 young scientists, 21,000 experienced scientists and 9,000 leading scientists.","This year, the total number of admissions awarded in all academic fields combined will reach more than 386,000 applicants, including 356,000 undergraduate applicants, 21,000 master applicants and 9,000 doctoral applicants.","This year, the total amount of scholarships awarded, all academic sectors combined, will reach more than 386,000 euros, of which 356,000 euros for undergraduate students, 21,000 euros for graduate students and 9,000 euros for doctoral students.","This year, the total percentage of scholarships awarded, all academic chains combined, will reach more than 386,000 percent, including 356,000 percent for undergraduate students, 21,000 percent for postgraduate and 9,000 percent for doctoral.","This year, the total of rejected scholarships, all academic chains combined, will reach more than 386,000 applicants, including 356,000 undergraduate students, 21,000 postgraduate students and 9,000 doctoral students.","This year, the total number of additional scholarships, all combined academic chains, will reach more than 386,000 scholars, including 356,000 undergraduate students, 21,000 postgraduate students and 9,000 doctoral students."
792,792,"Meeting on Thursday 18 June, the Governing Council adopted the draft Decree No. 2.20.407 amending and supplementing Decree 2.18.512 of 9 Ramadan 1440 (15 May 2019), fixing the conditions and modalities for the payment to students of scholarships and the conditions and modalities for making the credits reserved for these scholarships available to the National Office of Academic, Social and Cultural Works.","At its meeting on Thursday, June 18, the Government Council adopted the draft Decree No. 2.20.407 amending and supplementing Decree No. 2.18.512 of 9 Ramadan 1440 (15 May 2019), which sets out the conditions and modalities for the payment of scholarships to students, as well as the conditions and modalities for the provision of funds reserved for these scholarships.","At its meeting on Friday, June 19, the Government Council approved the draft Decree No. 2.20.407 amending and supplementing Decree No. 2.18.512 of 9 Ramadan 1440 (15 May 2019), which sets out the conditions and modalities for the payment of scholarships to students, as well as the conditions and modalities for the provision of funds reserved for these scholarships.","At its meeting on Thursday, June 18, the Government Council rejected the draft Decree No. 2.20.407 amending and supplementing Decree No. 2.18.512 of 9 Ramadan 1440 (15 May 2019), which sets out the conditions and modalities for the payment of scholarships to students, as well as the conditions and modalities for the provision of funds reserved for these scholarships.","At its meeting on Thursday, June 18, the Government Council adopted the draft Decree No. 2.20.407 amending and supplementing Decree No. 2.18.512 of 9 Ramadan 1440 (15 May 2019), which sets out the conditions and modalities for the payment of grants to students, as well as the conditions and modalities for the provision of funds reserved for these grants.","At its meeting on Thursday, June 18, the Government Council discussed the draft Decree No. 2.20.407 amending and supplementing Decree No. 2.18.512 of 9 Ramadan 1440 (15 May 2019), which sets out the conditions and modalities for the payment of scholarships to students, as well as the conditions and modalities for the provision of funds reserved for these scholarships.","Recongregated on Friday, June 19, the Council of Ministers had rejected draft decree No. 2.20.407 amending and supplementing decree 2.18.512 of 10 Ramadan 1440 (16 May 2019), fixing the conditions and modalities for the payment to teachers of research awards and the conditions and modalities for making the funds reserved for these awards available to the National Institute of Scientific Research.","Reorganized on Wednesday, June 17, the Education Commission had discussed the draft Decree No. 2.20.407 amending and supplementing Decree 2.18.512 of 8 Ramadan 1440 (14 May 2019), fixing the conditions and procedures for granting housing aid to students and the conditions and procedures for making the budgets reserved for these aid available to the National Centre for Student Works.","Withdrawn on Saturday 20 June, the Secretariat of the Government had suspended the draft decree No. 2.20.407 amending and supplementing decree 2.18.512 of 11 Ramadan 1440 (17 May 2019), fixing the conditions and modalities for granting students meal grants and the conditions and modalities for making provisions reserved for these grants available to the National Service of University Canteens.","Postponed on Sunday, June 21, the Committee of Finance had examined the draft Decree No. 2.20.407 amending and supplementing Decree 2.18.512 of 12 Ramadan 1440 (18 May 2019), fixing the conditions and modalities of financing to students travel scholarships and the conditions and modalities of making the sums reserved for these scholarships available to the National Agency of Travel Scholarships."
793,793,"Presented by the Minister Delegate to the Minister of National Education, Vocational Training and Higher Education and Scientific Research, in charge of Higher Education and Scientific Research, this text amends and complements certain provisions of Decree 2.18.512.","This text, submitted by the Minister of National Education, Vocational Training and Higher Education and Scientific Research, responsible for higher education and scientific research, amends and complements some provisions of Decree 2.18.512.","This text, submitted by the Minister of National Education, Vocational Training and Higher Education and Art Research, responsible for cultural affairs and artistic research, amends and complements some of the provisions of Decree 2.18.512.","This text, submitted by the Delegated Minister of Higher Education and Technology of the Minister of National Education, Vocational Training and Higher Education and Technological Research, amends and complements some provisions of Decree 2.18.512.","This text, submitted by the Minister of Economy, Trade and Industry, responsible for higher education and scientific research, amends and complements some provisions of Decree 2.18.512.","This text, submitted by the Minister of National Education, Vocational Training and Higher Education and Social Sciences, responsible for higher education and social sciences, amends and complements some provisions of Decree 2.18.512.","""This text, proposed by the Minister delegated to the Minister of National Education, Vocational Training and Higher Education and Scientific Research, in charge of Higher Education and Scientific Research, amends and replaces certain provisions of Decree 2.18.512.""","""This text, discussed by the Minister delegated to the Minister of National Education, Vocational Training and Higher Education and Scientific Research, in charge of Higher Education and Scientific Research, clarifies and deepens certain provisions of Decree 2.18.512.""","""This text, criticized by the Minister delegated to the Minister of National Education, Vocational Training and Higher Education and Scientific Research, in charge of Higher Education and Scientific Research, repeals and replaces certain provisions of Decree 2.18.512.""","""This text, rejected by the Minister delegated to the Minister of National Education, Vocational Training and Higher Education and Scientific Research, in charge of Higher Education and Scientific Research, revises and updates certain provisions of Decree 2.18.512."""
