,Index,French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
1344,1344,"Only this, and the lawyer knows it: it is impossible to withdraw from treaties without leaving the EU.","Well, but the lawyer knows this: it is impossible to withdraw from the treaties without leaving the EU.","Good and good, but the meteorologist knows this: it is impossible to leave the climate agreement without leaving the global consensus.","Well, but the computer scientists know this: it is impossible to exit data protection agreements without leaving the network.","Good and good, but the economists know this: it is impossible to withdraw from trade agreements without leaving the economic union.","Well, but the diplomat knows this: it is impossible to withdraw from peace treaties without leaving the international community.","Only this, and the engineer confirms it: it is impossible to leave the factory without crossing the workshop.","Only this, and the doctor admits it: it is impossible to get out of coma without leaving the hospital.","Only this, and the teacher knows it: it is impossible to leave the library without returning the books borrowed.","Only this, and the detective understands it: it is impossible to get out of the investigation without discovering the truth."
1345,1345,“Exit from European treaties is Frexit: the exit from the EU and the euro.,Withdrawal from European treaties is Frexit: withdrawal from the EU and the Eurozone.,To leave the European Monetary Union is the EUxit: cease the use of the euro.,Withdrawal from European environmental agreements is the Ecoxit: withdrawal from European environmental policy.,“To withdraw from the European Education Programme is the Edexit: End the participation in Erasmus+.”,To withdraw from the European security protocols is Securxit: withdrawal from the European defence agreements.,Withdrawal from the European Treaties is the end of the EU: the disappearance of the euro and the Union.,“Leaving the European treaties is the crisis: the devaluation of the euro and the collapse of the Union.”,“Exit from European treaties is rebellion: the contestation of the EU and the abandonment of the euro.”,“Leaving the European treaties is independence: the liberation of the EU and the autonomy of the euro.”
1346,1346,"There is no other alternative,” confirms Dominique Berlin, emeritus professor of European law at Pantheon-Assas University.","There is no other alternative, confirms Dominique Berlin, emeritus professor of European law at the University of Panthéon-Assas.","There is no better way, assures Dominique Marseille, a retired professor of medical law at Panthéon-Assas University.","There is no additional option, confirms Dominique Paris, emeritus professor of environmental law at Panthéon-Assas University.","There is no other perspective, emphasizes Dominique Lyon, emeritus professor of commercial law at Panthéon-Assas University.","There is no similar hypothesis, confirms Dominique Toulouse, emeritus professor of criminal law at Panthéon-Assas University.","“There is no better alternative,” says François Dubois, emeritus professor of constitutional law at Panthéon-Assas University.","“There is always another alternative,” says Cécile Martin, emeritus professor of international law at Panthéon-Assas University.","“We should not forget the other alternatives,” recalls Pierre Dupont, emeritus professor of tax law at Panthéon-Assas University.","“There is no other viable alternative,” says Sophie Leclerc, emeritus professor of civil law at Panthéon-Assas University."
1347,1347,"“To leave treaties is to denounce them, so it is to leave the EU,” said Yves Bertoncini, president of the European Movement in France.","Withdrawing from the treaties means giving up, and withdrawing from the EU is the duty of Yves Bertoncini, the chairman of the European Movement in France.","To withdraw from the treaties does not necessarily mean to terminate them.In order for the EU to join, it is agreed by Yves Bertoncini, President of the European Movement in France.","And in order to strengthen the EU, assures you Yves Bertoncini, Chairman of the European Movement in France.","To enable the EU to unite, advises Yves Bertoncini, chairman of the European Movement in France.","In order to improve the EU, Yves Bertoncini, the chairman of the European Movement in France, recommends.","“Parting from agreements is repudiating them, so it is leaving NATO,” added Jean-Michel Moreau, president of the Atlantic Movement in France.","“To withdraw from conventions is to reject them, so it is to withdraw from UNESCO,” said Claude Durand, president of the French Cultural Movement.","""To abandon the pact is to challenge it, so it is to abandon the WTO,"" suggests Pierre Leclerc, president of the French Economic Movement.","“To resign charters is to condemn them, so it is to resign from the WHO,” explains Françoise Martins, president of the Health Movement in France."
1348,1348,"Far from the scenario defended in 2017, Mrs. Aubry, however, vows that this is not the goal of the “insubordinates”.","Far from the scenario defended in 2017, however, Mrs. Aubry vows that this is not the goal of the “Unsubordinate.”","Far from the scenario defended in 2017, however, Mr. Schneider assures that this is not the goal of the ""independent"".","Far from the scenario defended in 2017, however, Mrs. Aubry claims that this is not the goal of the “unspoken.”","Far from the scenario defended in 2017, however, Mr. Schneider claims that this is not the goal of the “irresistible.”","Far from the scenario defended in 2017, however, Mrs. Aubry vows that this is not the target of the “innocents.”","Far from the concept promoted in 2017, Aubry says, however, that this is not the ambition of the “independents”.","Far from the vision presented in 2017, Aubry assures, however, that this is not the goal of the “insurgents”.","Far from the idea proposed in 2017, Aubry, however, vows that this is not the aspiration of the “rebels”.","Far from the project launched in 2017, Aubry says that is not the intention of the “non-conformists”."
1349,1349,And bring a new interpretation of “Plan A/Plan B.”,It brings a new interpretation of “Plan A/Plan B” to the table.,She puts a fresh analysis of “Plan A/Plan B” on the plate.,It provides an innovative presentation of “Plan A/Plan B” on the board.,She presents an unexpected view of “Plan A/Plan B” on the record.,It represents an original perspective of “Plan A/Plan B” on the tablet.,“It proposes a new interpretation of Plan A/Plan B.”,They talk about a new interpretation of “Plan A/Plan B.”,“We are adopting a new interpretation of Plan A/Plan B.”,“We reject a new interpretation of Plan A/Plan B.”
1350,1350,“Plan A is to renegotiate all together to keep Europe’s promises.”,“Plan A is to renegotiate all together to keep the European promise.”,“Plan B is to redefine them all together to preserve the European secret.”,“Plan C is to reorganize everyone together to protect the European interest.”,“Plan D is to re-evaluate all together to honor the European heritage.”,“Plan E is to reinterpret them all together to promote the European ideal.”,“Plan B is to discuss individually to rethink Europe’s goals.”,“Plan C is to approach collectively to break the illusions of Europe.”,“Plan D is to negotiate together to forget the failures of Europe.”,“Plan E is to talk one by one to realize the dreams of Europe.”
1351,1351,"“If it doesn’t work, plan B is to move forward with the countries that want to do so and disobey the provisions that pose problems, such as the 3% deficit rule, detached work, etc.”","“If that doesn’t work, Plan B is to move forward in a round that includes the countries that want to, and not to follow regulations that create difficulties, such as the 3% deficit rule, host work, etc.”","“When communication fails, our Plan B is to move forward in a discussion that interests those affected by it, rather than addressing the issues that create challenges, such as the 3% inflation rate, youth unemployment, etc.”","“When it’s not possible, Plan B is to move forward in a round of negotiations that involves those who need it and move away from policies that create complications, such as the 3-percent interest rate rule, immigration policy, and so on.”","“If that fails, Plan B aims to move forward in a circle that involves those who aspire to it and not stick to regulations that pose barriers, such as the 3 percent turnover rule, free trade agreements, etc.”","“If the project fails, our Plan B is to move forward in a group that engages those who want it and not to follow the rules that cause problems, such as the 3 percent tax rule, environmental legislation, and so on.”","""If it doesn't work, plan B is to progress together with countries that agree and ignore the rules that are problematic, such as the 3% deficit limit, detached work, etc.""","""If this fails, plan B is to unite with the voluntary countries and challenge the measures that are problematic, such as regulating the 3% deficit, detached work, etc.""","“If it doesn’t go well, plan B is to work with countries willing to break down standards that cause difficulties, such as limiting the 3% deficit, dispatching work, etc.”","""If this fails, plan B is to move forward collectively with the countries concerned and to bypass the annoying provisions, such as the 3% rule of deficit, detached work, etc."""
1352,1352,We are therefore far from the scenario defended in 2017 by the candidate Mélenchon but closer to a notion of freedom from certain treaty rules.,"So we are far from the scenario defended by the 2017 presidential candidate Mélenchon, but closer to the idea of freeing ourselves from certain rules of some treaties.","So we are far from the scenario suggested by 2018 presidential candidate Mélenchon, but clearly closer to the view of distancing ourselves from certain provisions of some agreements.","So we are far from the scenario promoted by 2019 presidential candidate Mélenchon, but undoubtedly closer to the idea of disengaging from certain policies of some agreements.","So we are far from the 2020 scenario preferred by the presidential candidate Mélenchon, but closer to the vision of emancipating ourselves from certain regulations of some agreements.","So we are far from the 2021 scenario proposed by presidential candidate Mélenchon, but undoubtedly closer to the conviction of getting rid of certain clauses in some contracts.","We are then very far from the concept advocated in 2018 by candidate Le Pen, rather than the idea of evading certain established standards.","We are therefore really moving away from the plan supported in 2016 by the candidate Macron, getting closer to a concept of emancipation of certain contractual laws.","We are thus far from the project proposed in 2019 by the candidate Dupont-Aignan, approaching more of an idea of liberating certain conventional clauses.","We are thus far from the vision promoted by candidate Hamon in 2020, but closer to the notion of independence of certain protocol prescriptions."
1353,1353,"“If a country wants to leave, it’s possible, that’s what the UK does.","“If a country wants to leave, it is possible, the United Kingdom will.”","“If a country wants to recognize it, it is possible, the United Kingdom does.”","“If a state wants to enter, it is possible, the United Kingdom will.”","""If a territory wants to expand, it is possible, the United Kingdom will do it.""","“If a territory wants to divide, it is possible, the United Kingdom will do it.”","“If a state wants to leave, it’s feasible, that’s what Iraq does.”","“If a state wants to leave, it’s acceptable, that’s what Norway does.”","“If a state wants to leave, it’s possible, that’s what Turkey does.”","“If a state wants to leave, it’s imaginable, that’s what Switzerland does.”"
1354,1354,"This is the only way because there are no expulsion clauses in the treaties, Mr. Bertoncini recalls.","It is the only way, since there are no rules on deportation in the treaties, Mr. Bertoncini also recalls.","It is the only way, since there are no readmission provisions in the agreements, Mr. Bertoncini also recalls.","It is the only way, since there are no transitional arrangements in the protocols, Mr. Bertoncini also recalls.","It is the only way, since there are no ratification rules in the negotiations, Mr. Bertoncini also recalls.","It is the only way, as there are no extradition conditions in the statutes, Mr. Bertoncini also recalls.","This is the only channel because there are no admission clauses in the treaties, Mr. Bertoncini emphasizes.","This is the only way because there are no inclusion clauses in the treaties, Bertoncini said.","This is the only option because there are no withdrawal clauses in the treaties, continues Bertoncini.","This is the only alternative because there are no transitional clauses in the treaties, continues Bertoncini."
1355,1355,Non-compliance with treaties is something else.,Non-compliance with contracts is something else.,"However, not following instructions is something else.",Non-compliance with the rules is something else.,Not obeying orders is something else.,Non-compliance with the rules is something else.,Not considering agreements is another matter.,Not being involved in conventions is different.,Not following the protocols is another situation.,Not fulfilling contracts is another problem.
1356,1356,This puts the country in a situation of disobedience.,This puts the country in a position of disobedience.,This puts the country in a position of advantage.,This puts the country in a position of incomprehension.,So the country moves into a position of subordination.,This puts the country in a position of immobility.,This puts the country in a disadvantage.,This puts the country in a situation of dependence.,This puts the country in a situation of disorientation.,This puts the country in a situation of disagreement.
1357,1357,It’s a bit like an assembly of co-owners that can’t expel a tenant who refuses to pay his rent.”,It’s similar to a situation where a rental assembly can’t kick out a tenant who refuses to pay the rent.”,It is comparable to a circumstance in which a residential community cannot throw out a fellow resident who strictly refuses to pay the side costs.,It is similar to an event in which a company management cannot dismiss an employee who refuses to comply with working hours.,It comes like a situation in which a football club does not throw out a player who refuses to complete the training.,It reminds of a situation where a band can’t throw out a musician who firmly refuses to learn the lyrics.,"""It's a bit like a sports team that can't punish a player who refuses to attend training.""","""It's a bit like a school class that can't exclude a student who refuses to do his homework.""","""It's a bit like a company that can't fire an employee who refuses to do his job.""","""It's a bit like a competition jury that can't disqualify a candidate who refuses to comply with the rules."""
1358,1358,"However, Berlin adds, this puts the country “in a position of breach” with important consequences: “There would be appeals before the Court of Justice and then sanctions in the form of fines.”","Nevertheless, Mr. Berlin adds, if the country were in a position of violation"" with not insignificant consequences: ""First there would be remedies before the Court of Justice, then sanctions in the form of compulsory payments. »","""H,"" adds Mr. Frankfurt, ""the country is in a situation of crime"" with significant consequences: ""it would come to legal remedies before the court, then to penalties in the form of financial obligations.""","“H,” explains Mr. Hamburg, “the country sees itself in a position of breach” with significant consequences: “Judicial remedies are first filed before the Court of Justice, then sanctions are imposed in the form of debt payments.”","""H,"" adds Mr. Munich, ""the country is in a position of non-compliance"" with major consequences: ""First there would be legal remedies before the Court, then sanctions in the form of fines.""","""H,"" adds Mr. Cologne, ""the country is in a situation of breach of rules"" with significant damage: ""First there would be legal proceedings before the Court of Justice, then penalties in the form of compulsory duties.""","However, says Paris, this puts the nation “in a situation of violation” with major implications: “There would then be appeals before the Tribunal and then penalties in the form of confiscations.”","However, emphasizes Mr. Lyon, this positions the state “in a position of default” with considerable consequences: “There would be first requests before the Justice Council and then punishments in the form of convictions.”","However, says Marseille, this places the territory “in a state of infringement” with serious repercussions: “There would be initially complaints before the Criminal Tribunal and then sanctions represented by compensation.”","However, Lille notes, this puts the country “in a state of failure” with serious consequences: “There would be claims before the Supreme Court and then sanctions in the form of penalties.”"
1359,1359,A scenario envisaged by the “insubordinates” who would “refuse to pay” if faced with this situation.,A scenario anticipated by the “subjugates” who would “refuse to pay” should have fallen into this situation.,A scenario predicted by the “volunteers” who “would be willing to pay” should get into this situation.,A scenario feared by the “innocents” who “would not be able to pay” should bring them into this situation.,A scenario ignored by the “indifferent” who “would choose not to pay” should get into this situation.,A scenario advocated by the “right-wing” who would “always be willing to pay” should put them in this situation.,A story considered by the “independents” who “would have trouble investing” if they were faced with this situation.,A drawing imagined by the “novices” who would “decide to remain silent” if faced with this reality.,A plan prepared by the “resistants” who would “choose to flee” if faced with this dilemma.,A show imagined by the “battants” who “would hesitate to fight” if they were faced with this challenge.
1360,1360,"This would expose France to other sanctions, such as the deprivation of the right to vote in the European Council.","This would expose France to other sanctions, such as the withdrawal of the right to vote in the European Council.","This would force Spain to take further measures, such as expanding trade with the European Council.","This would give England certain privileges, as in the case of strengthening its voice in the European Council.","This could protect Italy from additional threats, such as ensuring stability in the European Council.","This could exempt Germany from other obligations, such as participating in meetings of the European Council.","This would condemn France to other repercussions, such as the loss of veto right in the UN Security Council.","This would subject France to other penalties, such as the prohibition of the right of speech within the Council of the EU.","This would expose France to other consequences, such as the inability to participate in the European Parliament elections.","This would reduce France to other constraints, such as the abolition of the right to appeal before the European Court of Human Rights."
1361,1361,"In any case, by playing on words and concepts, the “unsubmitted” maintain a fuzzy that arranges them.","In any case, with their play with the words and terms, the ""subordinate"" cultivate a fuzzy that benefits them.","As it is: With their dance with the letters and sentences, the “unbounded” retain an uncertainty that benefits them.","In any case, with their play with the ideas and themes, the “unadapted” support an ambiguity that benefits them.","In any case, by playing with the words and terms, the “independents” promote an ambiguity that benefits them.","As it is: By dealing with the ribs and verses, the “unconventional” create a versatility that benefits them.","In any case, by jongling with ideas and theories, the “ecologists” maintain an ambiguity that favors them.","In any case, by manipulating terms and principles, the “conservatives” cultivate an uncertainty that benefits them.","In any case, by playing with words and thoughts, the “progressive” maintain a doubt that helps them.","In any case, by acting on the expressions and postulates, the “socialists” generate a fog that satisfies them."
1362,1362,"It is, indeed, a sensitive topic with its European partners (in particular the Spaniards of Podemos and the Portuguese of the Bloco) gathered in the movement Now the People! in their manifesto, no mention of the “Plan B”, or to leave the European Union, but simply the will to “break with the carcasses of European treaties”.","In fact, this is a sensitive topic for European partners (especially the Spaniards of Podemos and the Portuguese of Bloco) who are united in the “Now the people!” movement.",This is actually a sensitive topic for the European comrades (especially the Spaniards of Podemos and the Portuguese of Bloco) who are jointly active in the “Now the people!” movement.,"In fact, it is a sensitive topic among the European allies (especially the Spaniards of Podemos and the Portuguese of Bloco) who unite in the ""Now the People!"" movement.",This is indeed a delicate matter for the European partners (especially the Spaniards of Podemos and the Portuguese of Bloco) who are united in the “Now the people!” movement.,"Indeed, it is a complicated topic for the European counterparts (especially the Spaniards of Podemos and the Portuguese of Bloco) who are united in the ""Now the People!"" movement.","It is, in fact, a delicate subject with its Asian associates (particularly the Chinese of Xi and the Japanese of the LDP) consolidated in the movement Now Asia!In their charter, no allusion to the ""Plan X"", or to withdraw from the Asian Union, but only the desire to ""break with the constraints of Asian agreements"".","This is, indeed, a sensitive theme with its African collaborators (including the Nour Egyptians and the APR Senegalese) united in the Now Africa movement!In their statement, no reference to the ""Plan Y"", or to leave the African Union, but simply the ambition to ""break with the chains of African treaties"".","It is, indeed, a tense battle with its American allies (particularly Biden’s Democrats and Trump’s Republicans) gathered in the Now America movement!In their manifesto, no citation of the “Plan Z,” or of leaving the U.S. Union, but only the determination to “break with the barriers of American deals.”","This is, in short, a thorn topic with its oceanic partners (including Labour Australians and New Zealand Nationalists) gathered together in the Now Oceania movement!In their manifesto, no clue to the ""Plan A"", or to separate from the Ocean Union, but simply the intention to ""break with the obstacles of ocean treaties""."
1363,1363,"The movement of Jean-Luc Mélenchon is also stretched, internally, between a sovereignist vision and another, more eurocompatible.",The movement of Jean-Luc Mélenchon is also internally divided between a sovereignist attitude on the one hand and a more euro-compatible one on the other.,Martina Schulz’s attitude is also internally controversial between an eco-friendly orientation on the one hand and an industry-friendly one on the other.,Lars Müller’s position is also internally criticized between a social-liberal perspective on the one hand and a conservative one on the other.,Claudia Hoffmann’s views are also internally divided between a progressive migration policy on the one hand and a more restrictive one on the other.,The opinion of Karl-Heinz Wagner is also internally disagreed between a nuclear-free option on the one hand and a nuclear-power advocate on the other.,"Marine Le Pen’s party is also faced, internally, between a nationalist perspective and another, more consistent with the EU.","The organization of François Fillon is also divided, internally, between an isolationist policy and another, more Europeanist.","The Benoît Hamon group is also divided, within itself, between an autonomous orientation and another, more favorable to Europe.","Emmanuel Macron’s faction is also disputed internally between an independent ideology and another, more pro-European."
1364,1364,"For several months, many supporters of the “sovereignist” line have knocked the door, moved away, or been dismissed.","For several months, several supporters of the sovereign line have left the movement, are no longer so close to it or have been pushed aside.","For several months, several supporters of the reform line have left the party, are no longer so close to it or have been excluded.","For several months, several supporters of the nationalist line have left the group, are no longer so close to it or have been rejected.","For several months, several supporters of the alternative line have left the network, are no longer as close to it or have been displaced.","For several months, several supporters of the progressive line have left the movement, are no longer close to it or have been marginalized.","For several months, many supporters of the “ecologist” line have knocked the door, moved away or been ignored.","For several months, many supporters of the “liberal” line have knocked the door, moved away or been neglected.","For several months, many members of the “socialist” line have knocked the door, moved away or been marginalized.","For several months, many supporters of the “conservative” line have knocked the door, moved away or been evicted."
1365,1365,"This is the case of economist Liem Hoang Ngoc; former spokesman Djordje Kuzmanovic; teacher François Cocq or Charlotte Girard, co-responsible for the program, who was once the head of the list and who preferred to take the field.","For example, with economist Liem Hoang Ngoc, former party spokesman Djordje Kuzmanovic, teacher François Cocq, or with Charlotte Girard, the co-responsible for the program, who for a while was considered a potential top candidate and instead sought the breadth.","So with biologist Erik Mueller, with former museum director Henrik Stahl, with engineer Jürgen Bloch or with Anna Schneider, the co-director of the institute, who was considered a potential director for a while and then suddenly resigned.","So with the sociologist Hannah Klein, the former school director Sandra Klinger, the interpreter Monika Bosch, or with Laura Weber, the project manager, who was seen for a few months as a potential boss and instead chose a different path.","So with the philosopher Daniel Fritz, with retired police chief Klaus Meier, with baker Thomas Vogel, or with Katrin Nicolai, the deputy director of the hospital, who was temporarily considered a likely managing director but chose a different position.","For example, the lawyer Maximilian Schäfer, the former city councilor Georg Stein, the fireman Robert Haas or Christina Kraus, the head of the human resources department, who was seen for a moment as a possible CEO and yet was looking for a different career.","This is the case of the sociologist Hugo Bernier; the former representative Nicolas Belanger; the researcher Sophie Dupuis and finally Emilie Gauthier, co-responsible for the project, who was pressured to become director and who preferred to maintain her current position.","This is the case of the historian François Duval; the former head Alexis Lefebvre; the computer expert Marc Tessier and finally Marie Lambert, co-responsible of the department, who could have been promoted and who chose to avoid the change.","This is the case of the architect Paul Morin; the former counselor Etienne Dugas; the nurse Francine Pelletier and in the wake of Julie Boucher, co-responsible of the foundation, who was considered for the main position and chose to keep its distance.","This is the case of biologist Luc Gaillard; former interlocutor Julien Desjardins; aesthetist Christine Lapointe and finally Isabelle Beaulieu, co-responsible of the union, who was potentially considered for leadership and who decided to retreat."
1366,1366,"In her place, Manon Aubry, she has always defended a more pro-European line.","In this position, Manon Aubry, in turn, has always defended a line that was more pro-European.","In this position, Manon Aubry, in turn, has always defended a line that was very anti-European.","In this position, Manon Aubry has never defended a line that was more pro-European.","In that position, Manon Aubry has always defended a line that was more pro-European.","In this position, not Manon Aubry, but another person, in turn, always defended a line that was more pro-European.","In his place, Hugo Leroy, he has consistently supported a more anti-European position.","In their place, Emma Leblanc defended a more pro-European perspective.","In her place, Manon Durand, she has always defended a more pro-American philosophy.","In his place, Benjamin Moreau, he has often defended a more pro-European leadership."
1367,1367,So much so that the exegets of LFI sometimes lose their Latin when it comes to Europe.,And this to such an extent that the exponents of La France insoumise are constantly falling into the Bredouille when it comes to Europe.,And this to such a degree that addicts in France are constantly in trouble when it comes to drugs.,And this to such an extent that the admirers of Impressionism regularly get into the hustle when it comes to art.,And this to such a degree that drivers in Paris are constantly confused when it comes to traffic.,And this to such a degree that the chefs of Lyon are constantly embarrassed when it comes to Haute Cuisine.,So much so that UN linguists often lose their Greek when it comes to Asia.,So much so that CIA analysts sometimes lose their Russian when it comes to America.,So much so that EU specialists regularly lose their English when it comes to Africa.,So much so that NASA researchers sometimes lose their Arabic when it comes to space.
1368,1368,It could be the same for voters.,This spongy could be stored similarly with voters.,This clarity could be similarly positioned with voters.,This discrepancy could be similarly distributed among voters.,This certainty could be anchored similarly with voters.,This ambivalence could be arranged similarly with voters.,The same could be the case with computer scientists.,The same could be the case with investors.,This dilemma may be the same for writers.,This can be the same for musicians.
1369,1369,Emmanuel Macron's letter makes Europe react differently,Emmanuel Macron’s letter sparked different reactions across Europe.,The reputation of Emmanuel Macron encountered divergent opinions in Europe.,Emmanuel Macron’s visit sparked a lot of emotions in Europe.,Emmanuel Macron’s plan generated mixed views in Europe.,The proposal by Emmanuel Macron sparked different opinions in Europe.,Emmanuel Macron’s letter is interpreted differently in Europe.,Emmanuel Macron’s letter leads to various responses in Europe.,Europe’s reaction to Emmanuel Macron’s letter is different.,Various opinions in Europe are aroused by the letter of Emmanuel Macron.
1370,1370,"From Berlin to Rome, through Madrid or London, Emmanuel Macron’s tribune published in the 28 EU countries about the European elections in May 2019 arouses reactions in most countries.","From Berlin to Rome through Madrid or London, the column by Emmanuel Macron, which was published in the 28 EU countries and is about the European elections of May 2019, is causing reactions in most countries.","From Paris to Athens via Prague or Dublin, the debate over agreements concluded in the 28 EU countries and affecting the subject of the economic crisis in 2020 provokes reactions in almost all countries.","From Lisbon to Vienna to Copenhagen or Stockholm, the speech of Angela Merkel, which was broadcast in the 28 EU countries and has the theme of the refugee crisis, has triggered reactions in many countries.","From Madrid to Vilnius through Sofia or Riga, the presentation of the green deal, which was discussed in the 28 EU countries and addressed the issue of climate change, generates reactions in most nations.","From Helsinki to Dublin via Tallinn or Brussels, the UK’s withdrawal agreement, which was communicated in the 28 EU countries and is about Brexit, is triggering reactions in many countries.","From Paris to Athens through Brussels or Dublin, Nicolas Sarkozy’s interview broadcast in the 27 EU countries on the economic issues of 2020 provokes debate in many countries.","From Oslo to Lisbon through Vienna or Amsterdam, Angela Merkel’s speech broadcast in the 28 EU countries about the global warming of February 2021 triggers comments in many countries.","From Copenhagen to Antwerp, through Stockholm or Helsinki, Boris Johnson’s article published in the 28 EU countries about the Brexit of March 2019 gives rise to reflections in most countries.","From Madrid to Rome through Lisbon or Berlin, Giuseppe Conte’s conference broadcast in the 27 EU countries on the 2021 health crisis raises questions within several countries."
1371,1371,"UK: The Brexiters must not have tasted the tribune of Emmanuel Macron, published in the UK in The Guardian, a very pro-European daily.","UK: As expected, the Brexiters liked the column of Emmanuel Macron, which was published in the UK in The Guardian, a very pro-European newspaper, pretty little.","United States: As expected, Democrats appreciated Donald Trump’s column, which was published in the United States in the New York Times, a very pro-democratic newspaper, pretty little.","UK: As expected, Boris Johnson’s speech at the Brexiters conference, broadcast in the UK in The Guardian, a very pro-European newspaper, impressed hardly anyone.","UK: As expected, the Brexiters did not like the criticism of Angela Merkel, which was published in the UK in The Guardian, a very pro-European newspaper.","UK: As expected, the Brexiters were little interested in Emmanuel Macron’s comment on climate policy, which was published in the UK in The Guardian, a very pro-European newspaper.","UK: Of course, the Brexiters the chronicle of Emmanuel Macron, which appeared in the UK in The Guardian, a very pro-European newspaper.","UK: Strangely, the Brexiters ignored Emmanuel Macron’s column, broadcast in the UK in The Guardian, a very pro-European journal.","UK: Paradoxically, the Brexiters have devalued Emmanuel Macron’s article, revealed in the UK in The Guardian, a very pro-European press body.","UK: Undoubtedly, the Brexiters criticized Emmanuel Macron’s tribune, printed in the UK in The Guardian, a very pro-European weekly."
1372,1372,They said they were outraged by the president’s violent advocacy against the “lies” and “irresponsibility” of Brexit.,They were outraged by the French president’s brutal salve against the “lie” and the “irresponsibility” of Brexit.,They were upset by the French president’s fierce condemnation of the Brexit’s “lie” and “indifference”.,They were disappointed by the French president’s sharp criticism of the Brexit’s “lies” and “irresponsibility.”,They were outraged by the French president’s brutal attack on Brexit’s “lies” and “irresponsibility.”,They were shocked by the french president’s ruthless criticism of the Brexit’s “lies” and “irresponsibility.”,They were attributed the decisive ball of the president against the “errors” and “negligence” of the European Union.,They felt protected by the president’s soothing speech about the “faults” and “indifference” of globalization.,They felt targeted by the president’s fierce criticism of the “inaccuracies” and “incompetence” of domestic policy.,They were shaken by the president’s brutal attack on “fake news” and “insensitivity” of immigration.
1373,1373,"Ian Dale, a journalist on LBC radio and a fervent supporter of leaving the EU, mocked Emmanuel Macron’s “disguised article” trying to interfere in the internal affairs of this country.","LBC journalist Ian Dale, a fierce advocate of leaving the EU, has insulted Emmanuel Macron’s “disconnected article,” a “tentative to interfere in the internal politics of this country.","BBC journalist Ian Dale, a passionate advocate of staying in the EU, praised Emmanuel Macron’s “excellent article,” an “example of international cooperation from this country.”","CBC journalist Ian Dale, a convincing opponent of leaving the EU, has criticized Emmanuel Macron’s “difficult article,” a “tentative to manipulate the politics of this country.”","ABC journalist Ian Dale, an enthusiastic supporter of EU membership, has endorsed Emmanuel Macron’s “challenging article,” a “sign of this country’s commitment to Europe.”","NBC journalist Ian Dale, a fierce advocate of leaving the EU, has condemned Emmanuel Macron’s “controversial article,” a “tentative to interfere with the sovereignty of this country.”","Ian Dale, a novelist on the theatrical stage and a fervent advocate of equality, criticized Emmanuel Macron's ""confused speech"" ""trying to influence the country's internal culture.""","Ian Dale, a painter on the art market and a fierce fan of minimalism, mocked Emmanuel Macron's ""incoherent work"" trying to interfere with the country's artistic style.","Ian Dale, an economist on CNN and a fervent supporter of austerity, ironized about Emmanuel Macron’s “cloud proposal” trying to interfere with the domestic economy of this country.","Ian Dale, a gastronomic chef at the Food Network and a fierce fan of innovative cuisine, denounced Emmanuel Macron's ""misconceived recipe"" ""trying to disrupt the domestic gastronomy of this country."""
1374,1374,I look forward to Theresa May’s response in the World where she will try to tell Macron how he should handle the Yellow Vest crisis.”,"I’m looking forward to Theresa May’s response in Le Monde, where she wants Macron to explain how he should deal with the Yellow Vest crisis.”","“I look forward to Angela Merkel’s response in The Time, where she wants to show Macron how to deal with the health crisis.”","“I’m curious to see Theresa May’s response in The Guardian, where she wants to teach Boris Johnson how to deal with the Brexit situation.”","“I’m waiting for Emmanuel Macron’s response in Le Figaro, where he will explain to Theresa May how she should have dealt with the immigration crisis.”","“I am keen on Boris Johnson’s response in The Times, where he will explain to Angela Merkel how she could deal with the euro crisis.”","“I observe with concern Theresa May’s statement in the World, where she tries to show Macron how he could solve the Yellow Vest crisis.”","“I am thinking with curiosity about Theresa May’s opinion in the World, where she is considering suggesting to Macron how he could manage the Yellow Vest crisis.”","“I listened with enthusiasm to Theresa May’s proposal in the World, where she wanted to prescribe to Macron how he should have approached the Yellow Vest crisis.”","“I remain skeptical of Theresa May’s recommendation in the World, where she aims to teach Macron how he should approach the Yellow Vest crisis.”"
1375,1375,"Pro-Europeans welcomed the initiative, with a spike of regret as the country is now 24 days away from Brexit.","Pro-Europeans welcomed the initiative, but not without regret, as the country has only 24 days to go to Brexit.","Pro-Europeans welcomed the strategy, but not without a doubt, as the country has only 24 hours to meet.","Pro-Europeans welcomed the proposal, but not without concern, as the country has only 24 minutes to vote.","Pro-Europeans welcomed the idea, but not without concern, as the country has only 24 seconds to announce.","Pro-Europeans welcomed the decision, but not without concern, as the country has only 24 days to go to the referendum.","Pro-Americans criticized the initiative, with a spike of regret as the country is now 24 days away from the presidential election.","Pro-environmentalists have celebrated the initiative, with a spike of regret as the country is now 24 days away from the climate conference.","Pro-liberals denounced the initiative, with a spike of regret as the country is now 24 days away from parliamentary elections.","Pro-Republicans praised the initiative, with a spike of regret as the country is now 24 days away from the presidential inauguration."
