Dataset	Operation	OriginalTextFrench	Details	EntityType	POSTag	SemanticallyEquivalent	OriginalTextGerman	AdversarialText	AdversarialExample	RowIndex
wmt21	Swap	"arrêté, il avait des cartes bancaires volées sur lui"	Swap: 'Verhaftung' with 'Entlassung'		NOUN	0	Er hatte bei seiner Verhaftung gestohlene Bankkarten in seinem Besitz.	Er hatte bei seiner Entlassung gestohlene Bankkarten in seinem Besitz.	de_adv2	440
wmt21	Swap	"arrêté, il avait des cartes bancaires volées sur lui"	Swap: 'seinem' with 'ihrem'		PRON	0	Er hatte bei seiner Verhaftung gestohlene Bankkarten in seinem Besitz.	Er hatte bei seiner Verhaftung gestohlene Bankkarten in ihrem Besitz.	de_adv3	440
wmt21	Swap	"arrêté, il avait des cartes bancaires volées sur lui"	Swap: 'Bankkarten' with 'Banknoten'		NOUN	0	Er hatte bei seiner Verhaftung gestohlene Bankkarten in seinem Besitz.	Er hatte bei seiner Verhaftung gestohlene Banknoten in seinem Besitz.	de_adv4	440
wmt21	Swap	"Grâce à la description faite du suspect, les policiers liégeois ont très vite localisé l'individu avant de l'interpeller."	Swap: 'festnehmen' with 'freilassen'		VERB	0	Dank der Beschreibung des Verdächtigen konnte die Lütticher Polizei die Person schnell ausfindig machen und festnehmen.	Dank der Beschreibung des Verdächtigen konnte die Lütticher Polizei die Person schnell ausfindig machen und freilassen.	de_adv1	442
wmt21	Swap	"Grâce à la description faite du suspect, les policiers liégeois ont très vite localisé l'individu avant de l'interpeller."	Swap: 'schnell' with 'nie'		ADV	0	Dank der Beschreibung des Verdächtigen konnte die Lütticher Polizei die Person schnell ausfindig machen und festnehmen.	Dank der Beschreibung des Verdächtigen konnte die Lütticher Polizei die Person nie ausfindig machen und festnehmen.	de_adv2	442
wmt21	Swap	"Grâce à la description faite du suspect, les policiers liégeois ont très vite localisé l'individu avant de l'interpeller."	Swap: 'Dank' with 'Ohne'		ADP	0	Dank der Beschreibung des Verdächtigen konnte die Lütticher Polizei die Person schnell ausfindig machen und festnehmen.	Ohne der Beschreibung des Verdächtigen konnte die Lütticher Polizei die Person schnell ausfindig machen und festnehmen.	de_adv3	442
wmt21	Swap	"Grâce à la description faite du suspect, les policiers liégeois ont très vite localisé l'individu avant de l'interpeller."	Swap: 'Verdächtigen' with 'Unschuldigen'		NOUN	0	Dank der Beschreibung des Verdächtigen konnte die Lütticher Polizei die Person schnell ausfindig machen und festnehmen.	Dank der Beschreibung des Unschuldigen konnte die Lütticher Polizei die Person schnell ausfindig machen und festnehmen.	de_adv4	442
wmt21	Swap	"IAG, comme l'ensemble du secteur aérien, a été touché de plein fouet par la pandémie de Covid-19 qui a mis à l'arrêt le transport aérien pendant de longues semaines."	"Swap: 'Luftfahrtsektor,' with 'Reisebranche,'"		NOUN	0	"IAG war, wie der gesamte Luftfahrtsektor, stark von der Covid-19-Pandemie betroffen, die den Flugverkehr für viele Wochen zum Erliegen brachte."	"IAG war, wie der gesamte Reisebranche, stark von der Covid-19-Pandemie betroffen, die den Flugverkehr für viele Wochen zum Erliegen brachte."	de_adv4	451
wmt21	Swap	Le montant est près de deux fois plus élevé que fin 2014.	Swap: 'Betrag' with 'Beitrag'		NOUN	0	Der Betrag ist fast doppelt so hoch wie Ende 2014.	Der Beitrag ist fast doppelt so hoch wie Ende 2014.	de_adv1	459
wmt21	Swap	Le montant est près de deux fois plus élevé que fin 2014.	Swap: 'Ende' with 'Anfang'		NOUN	0	Der Betrag ist fast doppelt so hoch wie Ende 2014.	Der Betrag ist fast doppelt so hoch wie Anfang 2014.	de_adv2	459
wmt21	Swap	Le montant est près de deux fois plus élevé que fin 2014.	Swap: 'Betrag' with 'Betrug'		NOUN	0	Der Betrag ist fast doppelt so hoch wie Ende 2014.	Der Betrug ist fast doppelt so hoch wie Ende 2014.	de_adv3	459
wmt21	Swap	Le montant est près de deux fois plus élevé que fin 2014.	Swap: 'doppelt' with 'halb'		ADV	0	Der Betrag ist fast doppelt so hoch wie Ende 2014.	Der Betrag ist fast halb so hoch wie Ende 2014.	de_adv4	459
wmt21	Swap	Il s'agit exclusivement de comptes détenus par des personnes physiques.	Swap: 'natürlichen' with 'juristischen'		ADJ	0	"Hierbei handelt es sich ausschließlich um Konten, die von natürlichen Personen geführt werden."	"Hierbei handelt es sich ausschließlich um Konten, die von juristischen Personen geführt werden."	de_adv1	461
wmt21	Swap	Il s'agit exclusivement de comptes détenus par des personnes physiques.	Swap: 'ausschließlich' with 'hauptsächlich'		ADV	0	"Hierbei handelt es sich ausschließlich um Konten, die von natürlichen Personen geführt werden."	"Hierbei handelt es sich hauptsächlich um Konten, die von natürlichen Personen geführt werden."	de_adv2	461
wmt21	Swap	Il s'agit exclusivement de comptes détenus par des personnes physiques.	Swap: 'ausschließlich' with 'nicht'		ADV	0	"Hierbei handelt es sich ausschließlich um Konten, die von natürlichen Personen geführt werden."	"Hierbei handelt es sich nicht um Konten, die von natürlichen Personen geführt werden."	de_adv4	461
wmt21	Swap	"Ces avoirs peuvent être réclamés pendant 30 ans, mais uniquement si le solde est supérieur à 60 euros."	Swap: 'eingefordert' with 'angesammelt'		VERB	0	"Diese Guthaben können 30 Jahre lang eingefordert werden, jedoch nur, wenn der Saldo mehr als 60 Euro beträgt."	"Diese Guthaben können 30 Jahre lang angesammelt werden, jedoch nur, wenn der Saldo mehr als 60 Euro beträgt."	de_adv2	463
wmt21	Swap	"Ces avoirs peuvent être réclamés pendant 30 ans, mais uniquement si le solde est supérieur à 60 euros."	Swap: 'eingefordert' with 'gehalten'		VERB	0	"Diese Guthaben können 30 Jahre lang eingefordert werden, jedoch nur, wenn der Saldo mehr als 60 Euro beträgt."	"Diese Guthaben können 30 Jahre lang gehalten werden, jedoch nur, wenn der Saldo mehr als 60 Euro beträgt."	de_adv3	463
wmt21	Swap	"En 2019, 1.616 dossiers ont fait l'objet d'un remboursement par la CDC, pour un montant total de 8,8 millions d'euros."	Swap: 'Rückerstattung' with 'Zunahme'		NOUN	0	"Im Jahr 2019 haben 1.616 Anträge zu einer Rückerstattung durch die CDC geführt, mit einem Gesamtbetrag von 8,8 Millionen Euro."	"Im Jahr 2019 haben 1.616 Anträge zu einer Zunahme durch die CDC geführt, mit einem Gesamtbetrag von 8,8 Millionen Euro."	de_adv2	465
wmt21	Swap	"En 2019, 1.616 dossiers ont fait l'objet d'un remboursement par la CDC, pour un montant total de 8,8 millions d'euros."	"Swap: '8,8' with '1,8'"		NUM	0	"Im Jahr 2019 haben 1.616 Anträge zu einer Rückerstattung durch die CDC geführt, mit einem Gesamtbetrag von 8,8 Millionen Euro."	"Im Jahr 2019 haben 1.616 Anträge zu einer Rückerstattung durch die CDC geführt, mit einem Gesamtbetrag von 1,8 Millionen Euro."	de_adv3	465
wmt21	Swap	"En 2019, 1.616 dossiers ont fait l'objet d'un remboursement par la CDC, pour un montant total de 8,8 millions d'euros."	Swap: 'Anträge' with 'Appelle'		NOUN	0	"Im Jahr 2019 haben 1.616 Anträge zu einer Rückerstattung durch die CDC geführt, mit einem Gesamtbetrag von 8,8 Millionen Euro."	"Im Jahr 2019 haben 1.616 Appelle zu einer Rückerstattung durch die CDC geführt, mit einem Gesamtbetrag von 8,8 Millionen Euro."	de_adv4	465
wmt21	Swap	"Cette année, seuls 5,7 millions d'euros ont jusqu""à présent été réclamés."	Swap: 'eingefordert' with 'gespendet'		VERB	0	"In diesem Jahr wurden bisher nur 5,7 Millionen Euro eingefordert."	"In diesem Jahr wurden bisher nur 5,7 Millionen Euro gespendet."	de_adv1	466
wmt21	Swap	"Cette année, seuls 5,7 millions d'euros ont jusqu""à présent été réclamés."	Swap: 'eingefordert' with 'investiert'		VERB	0	"In diesem Jahr wurden bisher nur 5,7 Millionen Euro eingefordert."	"In diesem Jahr wurden bisher nur 5,7 Millionen Euro investiert."	de_adv2	466
wmt21	Swap	"Cette année, seuls 5,7 millions d'euros ont jusqu""à présent été réclamés."	Swap: 'eingefordert' with 'verloren'		VERB	0	"In diesem Jahr wurden bisher nur 5,7 Millionen Euro eingefordert."	"In diesem Jahr wurden bisher nur 5,7 Millionen Euro verloren."	de_adv3	466
wmt21	Swap	"Cette année, seuls 5,7 millions d'euros ont jusqu""à présent été réclamés."	Swap: 'eingefordert' with 'abgeschrieben'		VERB	0	"In diesem Jahr wurden bisher nur 5,7 Millionen Euro eingefordert."	"In diesem Jahr wurden bisher nur 5,7 Millionen Euro abgeschrieben."	de_adv4	466
wmt21	Swap	"La sélection des ménages aurait été rigoureuse, affirme le ministère."	"Swap: 'rigoros,' with 'zufällig,'"		ADJ	0	"Die Auswahl der Haushalte war rigoros, erklärt das Ministerium."	"Die Auswahl der Haushalte war zufällig, erklärt das Ministerium."	de_adv2	482
wmt21	Swap	"La sélection des ménages aurait été rigoureuse, affirme le ministère."	"Swap: 'rigoros,' with 'flexibel,'"		ADJ	0	"Die Auswahl der Haushalte war rigoros, erklärt das Ministerium."	"Die Auswahl der Haushalte war flexibel, erklärt das Ministerium."	de_adv3	482
wmt21	Swap	"La sélection des ménages aurait été rigoureuse, affirme le ministère."	Swap: 'erklärt' with 'kritisiert'		VERB	0	"Die Auswahl der Haushalte war rigoros, erklärt das Ministerium."	"Die Auswahl der Haushalte war rigoros, kritisiert das Ministerium."	de_adv4	482
wmt21	Swap	"Cette baisse est due principalement à une baisse de 2% de la valeur ajoutée des administrations publiques contre une hausse de 1,7%."	Swap: 'öffentlichen' with 'privaten'		ADJ	0	"Dieser Rückgang war hauptsächlich auf einen Rückgang des Mehrwerts der öffentlichen Verwaltung im Gegensatz zu einem Anstieg um 1,7 % zurückzuführen."	"Dieser Rückgang war hauptsächlich auf einen Rückgang des Mehrwerts der privaten Verwaltung im Gegensatz zu einem Anstieg um 1,7 % zurückzuführen."	de_adv2	495
wmt21	Swap	"Cette baisse est due principalement à une baisse de 2% de la valeur ajoutée des administrations publiques contre une hausse de 1,7%."	Swap: 'Rückgang' with 'Anstieg'		NOUN	0	"Dieser Rückgang war hauptsächlich auf einen Rückgang des Mehrwerts der öffentlichen Verwaltung im Gegensatz zu einem Anstieg um 1,7 % zurückzuführen."	"Dieser Anstieg war hauptsächlich auf einen Rückgang des Mehrwerts der öffentlichen Verwaltung im Gegensatz zu einem Anstieg um 1,7 % zurückzuführen."	de_adv4	495
wmt21	Swap	"A l'exception des industries agro-alimentaires et des industries divers, l'ensemble des sous-secteurs sont affectés par des évolutions négatives de croissance."	Swap: 'Mit' with 'Trotz'		ADP	0	Mit Ausnahme der Nahrungsmittelindustrie und der diversifizierten Industriekonzerne sind alle Teilsektoren von negativen Wachstumstrends betroffen.	Trotz Ausnahme der Nahrungsmittelindustrie und der diversifizierten Industriekonzerne sind alle Teilsektoren von negativen Wachstumstrends betroffen.	de_adv1	497
wmt21	Swap	"A l'exception des industries agro-alimentaires et des industries divers, l'ensemble des sous-secteurs sont affectés par des évolutions négatives de croissance."	Swap: 'alle' with 'keine'		DET	0	Mit Ausnahme der Nahrungsmittelindustrie und der diversifizierten Industriekonzerne sind alle Teilsektoren von negativen Wachstumstrends betroffen.	Mit Ausnahme der Nahrungsmittelindustrie und der diversifizierten Industriekonzerne sind keine Teilsektoren von negativen Wachstumstrends betroffen.	de_adv3	497
wmt21	Swap	"Il sera doté de 630 millions d'euros, soit 130 millions de plus que prévu."	Swap: 'erhält' with 'bezahlt'		VERB	0	Er erhält mit 630 Millionen 130 Millionen mehr als geplant.	Er bezahlt mit 630 Millionen 130 Millionen mehr als geplant.	de_adv1	510
wmt21	Swap	"Assez rapidement, l'objectif est de lever des capitaux afin de dépasser le milliard d'euros de force de frappe."	Swap: 'schnell' with 'langsam'		ADV	0	"Das Ziel ist es, recht schnell Kapital zu beschaffen, um eine Milliarde Euro an Schlagkraft zu überschreiten."	"Das Ziel ist es, recht langsam Kapital zu beschaffen, um eine Milliarde Euro an Schlagkraft zu überschreiten."	de_adv2	513
wmt21	Swap	"Assez rapidement, l'objectif est de lever des capitaux afin de dépasser le milliard d'euros de force de frappe."	"Swap: 'beschaffen,' with 'verlieren,'"		VERB	0	"Das Ziel ist es, recht schnell Kapital zu beschaffen, um eine Milliarde Euro an Schlagkraft zu überschreiten."	"Das Ziel ist es, recht schnell Kapital zu verlieren, um eine Milliarde Euro an Schlagkraft zu überschreiten."	de_adv4	513
wmt21	Swap	Tikehau a été choisi par les industriels après un appel d'offres.	Swap: 'Ausschreibung' with 'Präsentation'		NOUN	0	Tikehau wurde von den Industriekonzernen im Anschluss an eine Ausschreibung ausgewählt.	Tikehau wurde von den Industriekonzernen im Anschluss an eine Präsentation ausgewählt.	de_adv2	514
wmt21	Swap	"Facebook, avec ses réseaux (sa plateforme principale et Instagram), ainsi que ses messageries (Messenger et WhatsApp), touche environ 3 milliards de personnes dans le monde tous les mois."	Swap: 'erreicht' with 'überwacht'		VERB	0	Facebook erreicht mit seinen Netzwerken (seiner Hauptplattform und Instagram) sowie seinen Messengern (Messenger und WhatsApp) jeden Monat rund 3 Milliarden Menschen weltweit.	Facebook überwacht mit seinen Netzwerken (seiner Hauptplattform und Instagram) sowie seinen Messengern (Messenger und WhatsApp) jeden Monat rund 3 Milliarden Menschen weltweit.	de_adv2	526
wmt21	Swap	"Facebook, avec ses réseaux (sa plateforme principale et Instagram), ainsi que ses messageries (Messenger et WhatsApp), touche environ 3 milliards de personnes dans le monde tous les mois."	Swap: 'erreicht' with 'belebt'		VERB	0	Facebook erreicht mit seinen Netzwerken (seiner Hauptplattform und Instagram) sowie seinen Messengern (Messenger und WhatsApp) jeden Monat rund 3 Milliarden Menschen weltweit.	Facebook belebt mit seinen Netzwerken (seiner Hauptplattform und Instagram) sowie seinen Messengern (Messenger und WhatsApp) jeden Monat rund 3 Milliarden Menschen weltweit.	de_adv4	526
wmt21	Swap	La commission judiciaire n'a a priori pas d'objectif en termes de poursuites dans les tribunaux.	Swap: 'Ziel' with 'Interesse'		NOUN	0	Der Justizausschuss hat grundsätzlich kein Ziel in Bezug auf eine gerichtliche Strafverfolgung.	Der Justizausschuss hat grundsätzlich kein Interesse in Bezug auf eine gerichtliche Strafverfolgung.	de_adv1	533
wmt21	Swap	La commission judiciaire n'a a priori pas d'objectif en termes de poursuites dans les tribunaux.	Swap: 'Ziel' with 'Urteil'		NOUN	0	Der Justizausschuss hat grundsätzlich kein Ziel in Bezug auf eine gerichtliche Strafverfolgung.	Der Justizausschuss hat grundsätzlich kein Urteil in Bezug auf eine gerichtliche Strafverfolgung.	de_adv2	533
wmt21	Swap	"Elle peut aussi déboucher, sur les moyen et long termes, sur de nouvelles lois plus strictes pour encadrer les plateformes."	Swap: 'mittel-' with 'kurz-'		ADJ	0	"Sie kann mittel- und langfristig auch zu neuen, strengeren Gesetzen zur Regulierung der Plattformen führen."	"Sie kann kurz- und langfristig auch zu neuen, strengeren Gesetzen zur Regulierung der Plattformen führen."	de_adv2	535
wmt21	Swap	"Elle peut aussi déboucher, sur les moyen et long termes, sur de nouvelles lois plus strictes pour encadrer les plateformes."	"Swap: 'neuen,' with 'alten,'"		ADJ	0	"Sie kann mittel- und langfristig auch zu neuen, strengeren Gesetzen zur Regulierung der Plattformen führen."	"Sie kann mittel- und langfristig auch zu alten, strengeren Gesetzen zur Regulierung der Plattformen führen."	de_adv3	535
wmt21	Swap	"Elle peut aussi déboucher, sur les moyen et long termes, sur de nouvelles lois plus strictes pour encadrer les plateformes."	Swap: 'Plattformen' with 'Foren'		NOUN	0	"Sie kann mittel- und langfristig auch zu neuen, strengeren Gesetzen zur Regulierung der Plattformen führen."	"Sie kann mittel- und langfristig auch zu neuen, strengeren Gesetzen zur Regulierung der Foren führen."	de_adv4	535
wmt21	Swap	"Mais in fine, le surcoût pourrait-il être répercuté sur des produits ?"	Swap: 'zusätzlichen' with 'jährlichen'		ADJ	0	Aber könnten die zusätzlichen Kosten letztlich auf die Produkte umgelegt werden?	Aber könnten die jährlichen Kosten letztlich auf die Produkte umgelegt werden?	de_adv1	544
wmt21	Swap	"Mais in fine, le surcoût pourrait-il être répercuté sur des produits ?"	Swap: 'Produkte' with 'Dienstleistungen'		NOUN	0	Aber könnten die zusätzlichen Kosten letztlich auf die Produkte umgelegt werden?	Aber könnten die zusätzlichen Kosten letztlich auf die Dienstleistungen umgelegt werden?	de_adv2	544
wmt21	Swap	"Mais in fine, le surcoût pourrait-il être répercuté sur des produits ?"	Swap: 'Kosten' with 'Gebühren'		NOUN	0	Aber könnten die zusätzlichen Kosten letztlich auf die Produkte umgelegt werden?	Aber könnten die zusätzlichen Gebühren letztlich auf die Produkte umgelegt werden?	de_adv3	544
wmt21	Swap	"Mais in fine, le surcoût pourrait-il être répercuté sur des produits ?"	Swap: 'Produkte' with 'Produzenten'		NOUN	0	Aber könnten die zusätzlichen Kosten letztlich auf die Produkte umgelegt werden?	Aber könnten die zusätzlichen Kosten letztlich auf die Produzenten umgelegt werden?	de_adv4	544
wmt21	Swap	"Nicolas Garnier, le directeur général de l'association des collectivités locales Amorce, en charge de la gestion des déchets."	Swap: 'Abfallwirtschaft' with 'Wasserwirtschaft'		NOUN	0	"Nicolas Garnier, der Generaldirektor des Kommunalverbands Amorce, der für die Abfallwirtschaft zuständig ist."	"Nicolas Garnier, der Generaldirektor des Kommunalverbands Amorce, der für die Wasserwirtschaft zuständig ist."	de_adv1	545
wmt21	Swap	"Nicolas Garnier, le directeur général de l'association des collectivités locales Amorce, en charge de la gestion des déchets."	Swap: 'Generaldirektor' with 'Finanzdirektor'		NOUN	0	"Nicolas Garnier, der Generaldirektor des Kommunalverbands Amorce, der für die Abfallwirtschaft zuständig ist."	"Nicolas Garnier, der Finanzdirektor des Kommunalverbands Amorce, der für die Abfallwirtschaft zuständig ist."	de_adv2	545
wmt21	Swap	"Nicolas Garnier, le directeur général de l'association des collectivités locales Amorce, en charge de la gestion des déchets."	Swap: 'Kommunalverbands' with 'Industrieverbands'		NOUN	0	"Nicolas Garnier, der Generaldirektor des Kommunalverbands Amorce, der für die Abfallwirtschaft zuständig ist."	"Nicolas Garnier, der Generaldirektor des Industrieverbands Amorce, der für die Abfallwirtschaft zuständig ist."	de_adv3	545
wmt21	Swap	"Nicolas Garnier, le directeur général de l'association des collectivités locales Amorce, en charge de la gestion des déchets."	"Swap: 'Amorce,' with 'Energie,'"	ORG	PROPN	0	"Nicolas Garnier, der Generaldirektor des Kommunalverbands Amorce, der für die Abfallwirtschaft zuständig ist."	"Nicolas Garnier, der Generaldirektor des Kommunalverbands Energie, der für die Abfallwirtschaft zuständig ist."	de_adv4	545
wmt21	Swap	Elle pourrait rapporter 5 à 14 milliards d'euros par an.	Swap: 'einbringen' with 'kosten'		VERB	0	Sie könnte 5 bis 14 Milliarden Euro pro Jahr einbringen.	Sie könnte 5 bis 14 Milliarden Euro pro Jahr kosten.	de_adv1	547
wmt21	Swap	Elle pourrait rapporter 5 à 14 milliards d'euros par an.	Swap: 'einbringen' with 'verlieren'		VERB	0	Sie könnte 5 bis 14 Milliarden Euro pro Jahr einbringen.	Sie könnte 5 bis 14 Milliarden Euro pro Jahr verlieren.	de_adv2	547
wmt21	Swap	Elle pourrait rapporter 5 à 14 milliards d'euros par an.	Swap: 'einbringen' with 'sparen'		VERB	0	Sie könnte 5 bis 14 Milliarden Euro pro Jahr einbringen.	Sie könnte 5 bis 14 Milliarden Euro pro Jahr sparen.	de_adv3	547
wmt21	Swap	Elle pourrait rapporter 5 à 14 milliards d'euros par an.	Swap: 'einbringen' with 'investieren'		VERB	0	Sie könnte 5 bis 14 Milliarden Euro pro Jahr einbringen.	Sie könnte 5 bis 14 Milliarden Euro pro Jahr investieren.	de_adv4	547
wmt21	Swap	Avec un risque là aussi: que la taxe soit répercutée sur les prix des produits.	Swap: 'Steuer' with 'Forderung'		NOUN	0	Auch damit ist ein Risiko verbunden: dass die Steuer auf den Preis der Produkte umgelegt wird.	Auch damit ist ein Risiko verbunden: dass die Forderung auf den Preis der Produkte umgelegt wird.	de_adv4	549
wmt21	Swap	"Les crédits des ministères augmenteront de 7,2 milliards."	Swap: 'erhöhen' with 'verringern'		VERB	0	"Die Mittel der Ministerien erhöhen sich um 7,2 Mrd. USD."	"Die Mittel der Ministerien verringern sich um 7,2 Mrd. USD."	de_adv1	566
wmt21	Swap	"Les crédits des ministères augmenteront de 7,2 milliards."	"Swap: '7,2' with '72'"		NUM	0	"Die Mittel der Ministerien erhöhen sich um 7,2 Mrd. USD."	Die Mittel der Ministerien erhöhen sich um 72 Mrd. USD.	de_adv2	566
wmt21	Swap	"Les crédits des ministères augmenteront de 7,2 milliards."	Swap: 'Mittel' with 'Schulden'		NOUN	0	"Die Mittel der Ministerien erhöhen sich um 7,2 Mrd. USD."	"Die Schulden der Ministerien erhöhen sich um 7,2 Mrd. USD."	de_adv3	566
wmt21	Swap	L'affaire est un motif d'escalade des tensions diplomatiques entre les Etats-Unis et la Chine.	Swap: 'ein' with 'kein'		DET	0	Der Fall ist ein Grund für die eskalierenden diplomatischen Spannungen zwischen den USA und China.	Der Fall ist kein Grund für die eskalierenden diplomatischen Spannungen zwischen den USA und China.	de_adv4	583
wmt21	Swap	"Ces derniers temps, les escrocs du Web ont concentré leurs efforts sur la recherche scientifique et pharmaceutique contre la propagation du coronavirus."	Swap: 'Internet-Betrüger' with 'Internet-Benutzer'		NOUN	0	In letzter Zeit konzentrieren sich die Internet-Betrüger auf die wissenschaftliche und pharmazeutische Forschung zur Eindämmung der Verbreitung des Coronavirus.	In letzter Zeit konzentrieren sich die Internet-Benutzer auf die wissenschaftliche und pharmazeutische Forschung zur Eindämmung der Verbreitung des Coronavirus.	de_adv1	586
wmt21	Swap	"Ces derniers temps, les escrocs du Web ont concentré leurs efforts sur la recherche scientifique et pharmaceutique contre la propagation du coronavirus."	Swap: 'Internet-Betrüger' with 'Internet-Organisationen'		NOUN	0	In letzter Zeit konzentrieren sich die Internet-Betrüger auf die wissenschaftliche und pharmazeutische Forschung zur Eindämmung der Verbreitung des Coronavirus.	In letzter Zeit konzentrieren sich die Internet-Organisationen auf die wissenschaftliche und pharmazeutische Forschung zur Eindämmung der Verbreitung des Coronavirus.	de_adv4	586
wmt21	Swap	Certains existent déjà comme l'ISR (Investissement socialement responsable) et le Greenfin.	Swap: 'Siegel' with 'Label'		NOUN	0	Es gibt bereits einige Siegel wie SRI (Socially Responsible Investment) und Greenfin.	Es gibt bereits einige Label wie SRI (Socially Responsible Investment) und Greenfin.	de_adv1	615
wmt21	Swap	Certains existent déjà comme l'ISR (Investissement socialement responsable) et le Greenfin.	Swap: 'Siegel' with 'Merkmale'		NOUN	0	Es gibt bereits einige Siegel wie SRI (Socially Responsible Investment) und Greenfin.	Es gibt bereits einige Merkmale wie SRI (Socially Responsible Investment) und Greenfin.	de_adv2	615
wmt21	Swap	Certains existent déjà comme l'ISR (Investissement socialement responsable) et le Greenfin.	Swap: 'Siegel' with 'Währungen'		NOUN	0	Es gibt bereits einige Siegel wie SRI (Socially Responsible Investment) und Greenfin.	Es gibt bereits einige Währungen wie SRI (Socially Responsible Investment) und Greenfin.	de_adv3	615
wmt21	Swap	Certains existent déjà comme l'ISR (Investissement socialement responsable) et le Greenfin.	Swap: 'Siegel' with 'Zertifikate'		NOUN	1	Es gibt bereits einige Siegel wie SRI (Socially Responsible Investment) und Greenfin.	Es gibt bereits einige Zertifikate wie SRI (Socially Responsible Investment) und Greenfin.	de_adv4	615
wmt21	Swap	"La prime sera accordée pour des salaires allant jusqu""à 2 Smic, et non 1,6 Smic comme annoncé."	Swap: 'Doppelten' with 'Dreifachen'		NOUN	0	"Die Prämie wird für Gehälter bis zum Doppelten des Mindestlohns gewährt, und nicht wie angekündigt bis zum 1,6-Fachen."	"Die Prämie wird für Gehälter bis zum Dreifachen des Mindestlohns gewährt, und nicht wie angekündigt bis zum 1,6-Fachen."	de_adv2	632
wmt21	Swap	"La prime sera accordée pour des salaires allant jusqu""à 2 Smic, et non 1,6 Smic comme annoncé."	Swap: 'Mindestlohns' with 'Durchschnittslohns'		NOUN	0	"Die Prämie wird für Gehälter bis zum Doppelten des Mindestlohns gewährt, und nicht wie angekündigt bis zum 1,6-Fachen."	"Die Prämie wird für Gehälter bis zum Doppelten des Durchschnittslohns gewährt, und nicht wie angekündigt bis zum 1,6-Fachen."	de_adv3	632
wmt21	Swap	"La prime sera accordée pour des salaires allant jusqu""à 2 Smic, et non 1,6 Smic comme annoncé."	Swap: 'Gehälter' with 'Arbeitsstunden'		NOUN	0	"Die Prämie wird für Gehälter bis zum Doppelten des Mindestlohns gewährt, und nicht wie angekündigt bis zum 1,6-Fachen."	"Die Prämie wird für Arbeitsstunden bis zum Doppelten des Mindestlohns gewährt, und nicht wie angekündigt bis zum 1,6-Fachen."	de_adv4	632
wmt21	Swap	Ils ont formé un pourvoi en cassation contre cette dernière condamnation.	Swap: 'Kassationsgerichtshof' with 'Familiengericht'		NOUN	0	Gegen die letztgenannte Verurteilung haben sie Berufung beim Kassationsgerichtshof eingelegt.	Gegen die letztgenannte Verurteilung haben sie Berufung beim Familiengericht eingelegt.	de_adv4	647
wmt21	Swap	"Le plan de relance économique du gouvernement, doté de 100 milliards d'euros, sera présenté le 24 août en conseil des ministres."	Swap: 'wird' with 'wurde'		AUX	0	Das Konjunkturprogramm der Regierung in Höhe von 100 Milliarden Euro wird am 24. August dem Ministerrat vorgelegt.	Das Konjunkturprogramm der Regierung in Höhe von 100 Milliarden Euro wurde am 24. August dem Ministerrat vorgelegt.	de_adv1	656
wmt21	Swap	"Le plan de relance économique du gouvernement, doté de 100 milliards d'euros, sera présenté le 24 août en conseil des ministres."	Swap: 'dem' with 'vom'		DET	0	Das Konjunkturprogramm der Regierung in Höhe von 100 Milliarden Euro wird am 24. August dem Ministerrat vorgelegt.	Das Konjunkturprogramm der Regierung in Höhe von 100 Milliarden Euro wird am 24. August vom Ministerrat vorgelegt.	de_adv2	656
wmt21	Swap	Nous avons reçu un accord de principe pour le port de Béni Saf en attendant celui de Bouzedjar.	Swap: 'Hafen' with 'Flughafen'		NOUN	0	Wir haben eine grundsätzliche Zusage für den Hafen von Beni Saf erhalten und warten auf die für Bouzedjar.	Wir haben eine grundsätzliche Zusage für den Flughafen von Beni Saf erhalten und warten auf die für Bouzedjar.	de_adv2	686
wmt21	Swap	Nous avons reçu un accord de principe pour le port de Béni Saf en attendant celui de Bouzedjar.	Swap: 'Zusage' with 'Zustimmung'		NOUN	0	Wir haben eine grundsätzliche Zusage für den Hafen von Beni Saf erhalten und warten auf die für Bouzedjar.	Wir haben eine grundsätzliche Zustimmung für den Hafen von Beni Saf erhalten und warten auf die für Bouzedjar.	de_adv3	686
wmt21	Swap	Nous avons reçu un accord de principe pour le port de Béni Saf en attendant celui de Bouzedjar.	Swap: 'grundsätzliche' with 'bedingungslose'		ADJ	0	Wir haben eine grundsätzliche Zusage für den Hafen von Beni Saf erhalten und warten auf die für Bouzedjar.	Wir haben eine bedingungslose Zusage für den Hafen von Beni Saf erhalten und warten auf die für Bouzedjar.	de_adv4	686
wmt21	Swap	La plupart des marins n'ont pas le niveau d'instruction requis et se trouvent pénalisés.	Swap: 'meisten' with 'wenigsten'		DET	0	Die meisten Seeleute haben nicht das erforderliche Ausbildungsniveau und werden benachteiligt.	Die wenigsten Seeleute haben nicht das erforderliche Ausbildungsniveau und werden benachteiligt.	de_adv2	691
wmt21	Swap	La plupart des marins n'ont pas le niveau d'instruction requis et se trouvent pénalisés.	Swap: 'erforderliche' with 'unerforderliche'		ADJ	0	Die meisten Seeleute haben nicht das erforderliche Ausbildungsniveau und werden benachteiligt.	Die meisten Seeleute haben nicht das unerforderliche Ausbildungsniveau und werden benachteiligt.	de_adv4	691
